Date,Close
2011-11-10,0.906
2011-11-11,0.905
2011-11-14,0.898
2011-11-15,0.908
2011-11-16,0.897
2011-11-17,0.869
2011-11-18,0.922
2011-11-21,0.906
2011-11-22,0.885
2011-11-23,0.878
2011-11-28,0.915
2011-11-29,0.928
2011-11-30,0.952
2011-12-01,0.971
2011-12-02,0.923
2011-12-05,0.936
2011-12-06,0.944
2011-12-07,0.878
2011-12-08,0.84
2011-12-09,0.881
2011-12-12,0.859
2011-12-13,0.849
2011-12-14,0.848
2011-12-15,0.854
2011-12-16,0.815
2011-12-19,0.806
2011-12-20,0.859
2011-12-21,0.917
2011-12-22,0.917
2011-12-23,0.984
2011-12-27,0.968
2011-12-28,0.902
2011-12-29,0.875
2011-12-30,0.83
2012-01-03,0.886
2012-01-04,0.889
2012-01-05,0.878
2012-01-06,0.856
2012-01-09,0.841
2012-01-10,0.854
2012-01-11,0.819
2012-01-12,0.835
2012-01-13,0.782
2012-01-17,0.778
2012-01-18,0.804
2012-01-19,0.851
2012-01-20,0.891
2012-01-23,0.911
2012-01-24,0.901
2012-01-25,0.804
2012-01-26,0.77
2012-01-27,0.752
2012-01-30,0.732
2012-01-31,0.711
2012-02-01,0.725
2012-02-02,0.711
2012-02-03,0.785
2012-02-06,0.753
2012-02-07,0.806
2012-02-08,0.82
2012-02-09,0.859
2012-02-10,0.804
2012-02-13,0.84
2012-02-14,0.806
2012-02-15,0.79
2012-02-16,0.864
2012-02-17,0.865
2012-02-21,0.901
2012-02-22,0.86
2012-02-23,0.88
2012-02-24,0.894
2012-02-27,0.845
2012-02-28,0.835
2012-02-29,0.875
2012-03-01,0.899
2012-03-02,0.846
2012-03-05,0.873
2012-03-06,0.822
2012-03-07,0.849
2012-03-08,0.878
2012-03-09,0.904
2012-03-12,0.906
2012-03-13,0.97
2012-03-14,1.11
2012-03-15,1.093
2012-03-16,1.116
2012-03-19,1.191
2012-03-20,1.2
2012-03-21,1.138
2012-03-22,1.113
2012-03-23,1.084
2012-03-26,1.081
2012-03-27,1.02
2012-03-28,1.028
2012-03-29,1.014
2012-03-30,1.043
2012-04-02,1.021
2012-04-03,1.105
2012-04-04,1.05
2012-04-05,1.006
2012-04-09,0.902
2012-04-10,0.854
2012-04-11,0.878
2012-04-12,0.89
2012-04-13,0.855
2012-04-16,0.839
2012-04-17,0.863
2012-04-18,0.848
2012-04-19,0.834
2012-04-20,0.846
2012-04-23,0.815
2012-04-24,0.838
2012-04-25,0.841
2012-04-26,0.838
2012-04-27,0.822
2012-04-30,0.811
2012-05-01,0.835
2012-05-02,0.819
2012-05-03,0.817
2012-05-04,0.784
2012-05-07,0.782
2012-05-08,0.763
2012-05-09,0.76
2012-05-10,0.774
2012-05-11,0.748
2012-05-14,0.721
2012-05-15,0.733
2012-05-16,0.74
2012-05-17,0.73
2012-05-18,0.73
2012-05-21,0.741
2012-05-22,0.77
2012-05-23,0.728
2012-05-24,0.773
2012-05-25,0.762
2012-05-29,0.764
2012-05-30,0.69
2012-05-31,0.671
2012-06-01,0.62
2012-06-04,0.681
2012-06-05,0.67
2012-06-06,0.726
2012-06-07,0.715
2012-06-08,0.712
2012-06-11,0.691
2012-06-12,0.747
2012-06-13,0.708
2012-06-14,0.72
2012-06-15,0.678
2012-06-18,0.685
2012-06-19,0.701
2012-06-20,0.744
2012-06-21,0.725
2012-06-22,0.751
2012-06-25,0.709
2012-06-26,0.724
2012-06-27,0.719
2012-06-28,0.693
2012-06-29,0.729
2012-07-02,0.669
2012-07-05,0.673
2012-07-06,0.64
2012-07-09,0.624
2012-07-10,0.619
2012-07-11,0.628
2012-07-12,0.627
2012-07-13,0.63
2012-07-16,0.595
2012-07-17,0.618
2012-07-18,0.594
2012-07-19,0.615
2012-07-20,0.58
2012-07-23,0.562
2012-07-24,0.551
2012-07-25,0.555
2012-07-26,0.583
2012-07-27,0.661
2012-07-30,0.618
2012-07-31,0.599
2012-08-01,0.643
2012-08-02,0.611
2012-08-03,0.674
2012-08-06,0.647
2012-08-07,0.703
2012-08-08,0.719
2012-08-09,0.728
2012-08-10,0.696
2012-08-13,0.702
2012-08-14,0.746
2012-08-15,0.795
2012-08-16,0.816
2012-08-17,0.799
2012-08-20,0.792
2012-08-21,0.792
2012-08-22,0.713
2012-08-23,0.687
2012-08-24,0.704
2012-08-27,0.683
2012-08-28,0.675
2012-08-29,0.683
2012-08-30,0.658
2012-08-31,0.596
2012-09-04,0.622
2012-09-05,0.62
2012-09-06,0.676
2012-09-07,0.638
2012-09-10,0.657
2012-09-11,0.663
2012-09-12,0.696
2012-09-13,0.654
2012-09-14,0.715
2012-09-17,0.717
2012-09-18,0.699
2012-09-19,0.689
2012-09-20,0.693
2012-09-21,0.672
2012-09-24,0.659
2012-09-25,0.649
2012-09-26,0.612
2012-09-27,0.638
2012-09-28,0.63
2012-10-01,0.62
2012-10-02,0.614
2012-10-03,0.604
2012-10-04,0.623
2012-10-05,0.667
2012-10-08,0.676
2012-10-09,0.663
2012-10-10,0.66
2012-10-11,0.663
2012-10-12,0.663
2012-10-15,0.66
2012-10-16,0.692
2012-10-17,0.772
2012-10-18,0.78
2012-10-19,0.751
2012-10-22,0.779
2012-10-23,0.758
2012-10-24,0.748
2012-10-25,0.819
2012-10-26,0.761
2012-10-31,0.715
2012-11-01,0.728
2012-11-02,0.728
2012-11-05,0.699
2012-11-06,0.744
2012-11-07,0.662
2012-11-08,0.643
2012-11-09,0.639
2012-11-12,0.643
2012-11-13,0.62
2012-11-14,0.622
2012-11-15,0.62
2012-11-16,0.607
2012-11-19,0.631
2012-11-20,0.657
2012-11-21,0.682
2012-11-26,0.666
2012-11-27,0.65
2012-11-28,0.624
2012-11-29,0.631
2012-11-30,0.614
2012-12-03,0.628
2012-12-04,0.623
